total_return,annual_return,max_drawdown,sharpe,calmar_calc,num_trades,win_rate,score,param_str
1.5163450719510254,0.8415501082406815,-0.17852402426438396,0,4.713931985951613,0,1.0,0.40551700675194574,"ATR=10.0 sym=0.5 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.7457085259896004,0.9509716682377856,-0.24298289053164113,0,3.913739219074565,0,1.0,0.3115484548307884,"ATR=10.0 sym=0.5 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.7457085259896004,0.9509716682377856,-0.24298289053164113,0,3.913739219074565,0,1.0,0.3115484548307884,"ATR=10.0 sym=0.5 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.5163450719510254,0.8415501082406815,-0.17852402426438396,0,4.713931985951613,0,1.0,0.40551700675194574,"ATR=10.0 sym=0.95 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.5163450719510254,0.8415501082406815,-0.17852402426438396,0,4.713931985951613,0,1.0,0.40551700675194574,"ATR=10.0 sym=0.95 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.7455222012396008,0.9508840643843595,-0.24298289053164113,0,3.913378684004649,0,1.0,0.3115343327791754,"ATR=10.0 sym=0.95 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.7455222012396008,0.9508840643843595,-0.24298289053164113,0,3.913378684004649,0,1.0,0.3115343327791754,"ATR=10.0 sym=0.95 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(40, 10)"
1.3385362100415268,0.7543841534416984,-0.2629252532372296,0,2.86919626073742,0,0.48936170212765956,0.24623736484284395,"ATR=3.0 sym=0.25 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.784403253842302,0.9691213657870412,-0.2639709244502233,0,3.6713186037645875,0,0.5777777777777777,0.27822442582893614,"ATR=3.0 sym=0.25 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.311165698962352,0.7407703916817598,-0.26797272122687965,0,2.7643499990978,0,0.5,0.23544338501238782,"ATR=3.0 sym=0.25 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.6114340084641028,0.8873068981878629,-0.3166759014516367,0,2.8019400722330428,0,0.5777777777777777,0.17406683259494465,"ATR=3.0 sym=0.25 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.6642721017047268,0.9124886583509064,-0.27117781034987465,0,3.364909013660115,0,0.42857142857142855,0.2566694765664422,"ATR=3.0 sym=0.5 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.6468170421454766,0.39107624089660087,-0.2502511439973102,0,1.5627350774500528,0,0.5588235294117647,0.2157046273818635,"ATR=3.0 sym=0.5 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.2759562651981511,0.17497852971005257,-0.2796326468405813,0,0.6257442816031702,0,0.3333333333333333,0.13683958171122332,"ATR=3.0 sym=0.5 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
-0.02804835839462394,-0.01864834785789704,-0.3455072208361579,0,-0.05397382958528738,0,0.46153846153846156,1.7274989105864334e-09,"ATR=3.0 sym=0.5 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.685092452942027,0.9223647931242323,-0.2741195848994883,0,3.3648263164503067,0,0.3611111111111111,0.2531655943552218,"ATR=3.0 sym=0.95 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.20373894525835112,0.13054279141891212,-0.2567251590824867,0,0.5084923966371689,0,0.5185185185185185,0.17093869815818943,"ATR=3.0 sym=0.95 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.17048990892952642,0.10978244182033503,-0.28284233228817357,0,0.388140067055038,0,0.3448275862068966,0.12330127606757749,"ATR=3.0 sym=0.95 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.01567007042765134,0.010341353237818707,-0.3152398626227856,0,0.03280471305811067,0,0.4444444444444444,0.05560036723886824,"ATR=3.0 sym=0.95 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
3.651442931814726,1.765238661046173,-0.2501665989576811,0,7.056252387013447,0,0.43333333333333335,0.44357931871756173,"ATR=5.0 sym=0.25 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
2.0889257608059264,1.1091047496271145,-0.266357653222525,0,4.163968018972323,0,0.6,0.2971819304832676,"ATR=5.0 sym=0.25 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
3.806952989121678,1.8260700329103656,-0.25206062201571167,0,7.244566875648436,0,0.48148148148148145,0.4520939194821082,"ATR=5.0 sym=0.25 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.5781309636479515,0.8713466447728493,-0.2636211476147997,0,3.305298731367528,0,0.6818181818181818,0.26319473584986847,"ATR=5.0 sym=0.25 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
2.418157824941902,1.255288560983959,-0.2552103101770319,0,4.918643608532909,0,0.6521739130434783,0.3413923331311031,"ATR=5.0 sym=0.5 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.730568556649176,0.9438467716036689,-0.2805442914092069,0,3.364341391024625,0,0.5263157894736842,0.24551367641550903,"ATR=5.0 sym=0.5 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.7387743229224761,0.44200007045111045,-0.24047535966894107,0,1.8380264450362211,0,0.5882352941176471,0.23956197278159458,"ATR=5.0 sym=0.5 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.7387743229224761,0.44200007045111045,-0.24047535966894107,0,1.8380264450362211,0,0.5882352941176471,0.23956197278159458,"ATR=5.0 sym=0.5 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
2.2466071478319516,1.1797429246896516,-0.2552103101770319,0,4.622630346992246,0,0.625,0.32839004805412614,"ATR=5.0 sym=0.95 rf=0.05 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
1.730568556649176,0.9438467716036689,-0.2805442914092069,0,3.364341391024625,0,0.5263157894736842,0.24551367641550903,"ATR=5.0 sym=0.95 rf=0.05 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.6656753055785007,0.40159635918635717,-0.24242489535669476,0,1.6565805198986003,0,0.6666666666666666,0.23065378176020576,"ATR=5.0 sym=0.95 rf=0.1 add=0.3 dd=0.25 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
0.6656753055785007,0.40159635918635717,-0.24242489535669476,0,1.6565805198986003,0,0.6666666666666666,0.23065378176020576,"ATR=5.0 sym=0.95 rf=0.1 add=0.3 dd=0.99 units=6 cool=5 S1=(20, 15) S2=(70, 30)"
